cds,record_type,school_name,district_name,county_name,enrollment_9_12,number_of_test_takers,avg_reading_score,avg_math_score,avg_writing_score,number_scores_gte_1500,percent_scores_gte_1500
19648576119580,S,Guidance Charter,Palmdale Elementary,Los Angeles,110,3,*,*,*,*,*
19648650000000,D,,Palos Verdes Peninsula Unified,Los Angeles,4357,1169,574,614,589,970,82.98
19648651933308,S,Rancho del Mar High (Continuation),Palos Verdes Peninsula Unified,Los Angeles,81,6,*,*,*,*,*
19648651995588,S,Palos Verdes Peninsula High,Palos Verdes Peninsula Unified,Los Angeles,2580,722,583,634,603,616,85.32
19648651996552,S,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,1680,441,559,582,568,349,79.14
19648730000000,D,,Paramount Unified,Los Angeles,5192,534,426,439,426,99,18.54
19648730120378,S,Paramount Alternative Education Center,Paramount Unified,Los Angeles,64,0,NA,NA,NA,NA,NA
19648731936749,S,Paramount High,Paramount Unified,Los Angeles,4868,534,426,439,426,99,18.54
19648810000000,D,,Pasadena Unified,Los Angeles,5588,982,468,465,459,324,32.99
19648810113464,S,Aveson Global Leadership Academy,Pasadena Unified,Los Angeles,153,3,*,*,*,*,*
19648810117440,S,CIS Academy,Pasadena Unified,Los Angeles,220,2,*,*,*,*,*
19648810118075,S,Learning Works,Pasadena Unified,Los Angeles,331,0,NA,NA,NA,NA,NA
19648811931062,S,Blair High,Pasadena Unified,Los Angeles,638,96,468,478,448,29,30.21
19648811931674,S,Marshall Fundamental,Pasadena Unified,Los Angeles,1071,292,478,459,471,105,35.96
19648811936103,S,John Muir High,Pasadena Unified,Los Angeles,989,170,411,406,403,16,9.41
19648811936806,S,Rose City High (Continuation),Pasadena Unified,Los Angeles,241,5,*,*,*,*,*
19648811936822,S,Pasadena High,Pasadena Unified,Los Angeles,1896,414,485,490,476,171,41.30
19649070000000,D,,Pomona Unified,Los Angeles,7854,1203,443,451,445,307,25.52
19649070115170,S,School of Extended Educational Options,Pomona Unified,Los Angeles,263,1,*,*,*,*,*
19649071933175,S,Ganesha High,Pomona Unified,Los Angeles,1207,165,407,426,424,24,14.55
19649071933324,S,Garey High,Pomona Unified,Los Angeles,1799,208,425,421,429,29,13.94
19649071937028,S,Pomona High,Pomona Unified,Los Angeles,1365,273,414,415,418,37,13.55
19649071995547,S,Pomona Alternative,Pomona Unified,Los Angeles,19,0,NA,NA,NA,NA,NA
19649071995901,S,Diamond Ranch High,Pomona Unified,Los Angeles,1833,450,485,499,478,189,42.00
19649071996495,S,Village Academy High School at Indian Hi,Pomona Unified,Los Angeles,433,106,430,442,443,27,25.47
19649076061634,S,Fremont Academy of Engineering and Desig,Pomona Unified,Los Angeles,389,49,426,434,414,11,22.45
19649076061642,S,Palomares Academy of Health Science,Pomona Unified,Los Angeles,239,30,383,390,381,3,10.00
19649640000000,D,,San Marino Unified,Los Angeles,1167,317,600,647,610,284,89.59
19649641937754,S,San Marino High,San Marino Unified,Los Angeles,1162,317,600,647,610,284,89.59
19649800000000,D,,Santa Monica-Malibu Unified,Los Angeles,3756,734,548,554,546,492,67.03
19649801933373,S,Olympic High (Continuation),Santa Monica-Malibu Unified,Los Angeles,72,1,*,*,*,*,*
19649801938000,S,Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,2957,556,545,554,540,363,65.29
19649801995737,S,Malibu High,Santa Monica-Malibu Unified,Los Angeles,696,177,555,551,564,128,72.32
19650290000000,D,,South Pasadena Unified,Los Angeles,1531,432,560,601,559,343,79.40
19650291938455,S,South Pasadena Senior High,South Pasadena Unified,Los Angeles,1525,432,560,601,559,343,79.40
19650520000000,D,,Temple City Unified,Los Angeles,2158,572,545,599,551,432,75.52
19650521938679,S,Temple City High,Temple City Unified,Los Angeles,2103,572,545,599,551,432,75.52
19650521995976,S,Temple City Alternative,Temple City Unified,Los Angeles,18,0,NA,NA,NA,NA,NA
19650600000000,D,,Torrance Unified,Los Angeles,8705,1745,519,562,523,1111,63.67
19650601936277,S,North High,Torrance Unified,Los Angeles,2023,348,502,533,498,193,55.46
19650601938356,S,South High,Torrance Unified,Los Angeles,2109,514,538,581,545,366,71.21
19650601938752,S,Torrance High,Torrance Unified,Los Angeles,2097,358,494,528,499,185,51.68
19650601939602,S,West High,Torrance Unified,Los Angeles,2189,525,529,585,535,367,69.90
19650940000000,D,,West Covina Unified,Los Angeles,4835,552,494,514,484,263,47.64
19650940112706,S,California Virtual Academy @ Los Angeles,West Covina Unified,Los Angeles,1417,57,561,503,534,36,63.16
19650940122432,S,Edgewood High,West Covina Unified,Los Angeles,826,129,507,536,498,74,57.36
19650941939537,S,West Covina High,West Covina Unified,Los Angeles,2393,375,479,506,472,155,41.33
19651280000000,D,,Whittier Union High,Los Angeles,13135,2190,452,466,448,622,28.40
19651281931302,S,California High,Whittier Union High,Los Angeles,3040,494,446,462,445,127,25.71
19651281934868,S,La Serna High,Whittier Union High,Los Angeles,2817,559,488,493,470,236,42.22
19651281936889,S,Pioneer High,Whittier Union High,Los Angeles,1395,251,415,458,425,47,18.73
19651281937903,S,Santa Fe High,Whittier Union High,Los Angeles,2550,518,440,456,442,121,23.36
19651281939701,S,Whittier High,Whittier Union High,Los Angeles,2349,363,449,450,440,91,25.07
19651281995653,S,Sierra Vista High (Alternative),Whittier Union High,Los Angeles,424,5,*,*,*,*,*
19651360000000,D,,William S. Hart Union High,Los Angeles,17667,2975,524,538,520,1790,60.17
19651360102459,S,Golden Valley High,William S. Hart Union High,Los Angeles,2195,352,500,506,496,169,48.01
19651360102475,S,West Ranch High,William S. Hart Union High,Los Angeles,2489,602,530,553,537,390,64.78
19651360112359,S,Sequoia Charter,William S. Hart Union High,Los Angeles,39,0,NA,NA,NA,NA,NA
19651360114439,S,Mission View Public,William S. Hart Union High,Los Angeles,610,5,*,*,*,*,*
19651360117234,S,Santa Clarita Valley International,William S. Hart Union High,Los Angeles,207,23,480,415,453,5,21.74
19651360121731,S,"Albert Einstein Academy for Letters, Art",William S. Hart Union High,Los Angeles,258,0,NA,NA,NA,NA,NA
19651361931492,S,Canyon High,William S. Hart Union High,Los Angeles,2450,427,494,505,490,197,46.14
19651361931740,S,Saugus High,William S. Hart Union High,Los Angeles,2376,382,531,542,512,236,61.78
19651361932532,S,Learning Post High (Alternative),William S. Hart Union High,Los Angeles,121,11,634,565,594,8,72.73
19651361933902,S,William S. Hart High,William S. Hart Union High,Los Angeles,2175,425,531,544,523,258,60.71
19651361934421,S,Bowman (Jereann) High (Continuation),William S. Hart Union High,Los Angeles,519,3,*,*,*,*,*
19651361995802,S,Valencia High,William S. Hart Union High,Los Angeles,3073,656,531,550,533,442,67.38
19651361996263,S,Opportunities for Learning - Santa Clari,William S. Hart Union High,Los Angeles,749,0,NA,NA,NA,NA,NA
19651361996321,S,Academy of the Canyons,William S. Hart Union High,Los Angeles,373,112,579,573,562,87,77.68
19651690000000,D,,Wiseburn Elementary,Los Angeles,1075,139,457,430,452,34,24.46
19651690119016,S,Da Vinci Science,Wiseburn Elementary,Los Angeles,508,0,NA,NA,NA,NA,NA
19651690119636,S,Da Vinci Design,Wiseburn Elementary,Los Angeles,567,139,457,430,452,34,24.46
19734370000000,D,,Compton Unified,Los Angeles,5732,522,411,401,407,63,12.07
19734371931567,S,Centennial High,Compton Unified,Los Angeles,927,95,405,394,397,10,10.53
19734371931963,S,Compton High,Compton Unified,Los Angeles,2190,191,406,388,404,21,10.99
19734371932326,S,Dominguez High,Compton Unified,Los Angeles,2145,235,416,414,413,31,13.19
19734371996057,S,Thurgood Marshall,Compton Unified,Los Angeles,16,1,*,*,*,*,*
19734450000000,D,,Hacienda la Puente Unified,Los Angeles,6573,1034,473,500,477,397,38.39
19734451933316,S,Puente Hills High,Hacienda la Puente Unified,Los Angeles,111,0,NA,NA,NA,NA,NA
19734451934801,S,La Puente High,Hacienda la Puente Unified,Los Angeles,1521,194,444,442,438,41,21.13
19734451935246,S,Los Altos High,Hacienda la Puente Unified,Los Angeles,2000,341,470,484,477,123,36.07
19734451939834,S,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,1626,362,513,568,520,217,59.94
19734451939925,S,William Workman High,Hacienda la Puente Unified,Los Angeles,1155,137,414,439,418,16,11.68
19734520000000,D,,Rowland Unified,Los Angeles,4843,728,502,545,503,394,54.12
19734520120600,S,iQ Academy California-Los Angeles,Rowland Unified,Los Angeles,149,0,NA,NA,NA,NA,NA
19734521930106,S,Santana High (Continuation),Rowland Unified,Los Angeles,233,2,*,*,*,*,*
19734521936228,S,Nogales High,Rowland Unified,Los Angeles,2062,264,445,462,440,64,24.24
19734521937564,S,John A. Rowland High,Rowland Unified,Los Angeles,2378,462,536,594,539,330,71.43
19734600000000,D,,Walnut Valley Unified,Los Angeles,5784,1742,551,608,564,1294,74.28
19734601932862,S,Diamond Bar High,Walnut Valley Unified,Los Angeles,2988,928,553,613,570,698,75.22
19734601939149,S,Walnut High,Walnut Valley Unified,Los Angeles,2780,814,550,603,558,596,73.22
19752910000000,D,,San Gabriel Unified,Los Angeles,2809,508,517,554,511,315,62.01
19752911995810,S,Gabrielino High,San Gabriel Unified,Los Angeles,1785,491,518,559,512,311,63.34
19752911996016,S,Options for Youth San Gabriel,San Gabriel Unified,Los Angeles,960,17,504,428,468,4,23.53
19752911996081,S,Del Mar High,San Gabriel Unified,Los Angeles,55,1,*,*,*,*,*
19753090000000,D,,Acton-Agua Dulce Unified,Los Angeles,939,51,517,492,495,26,50.98
19753090127100,S,Assurance Learning Academy,Acton-Agua Dulce Unified,Los Angeles,498,0,NA,NA,NA,NA,NA
19753091995786,S,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,436,51,517,492,495,26,50.98
19753330000000,D,,Manhattan Beach Unified,Los Angeles,2504,621,569,585,576,500,80.52
19753331935808,S,Mira Costa High,Manhattan Beach Unified,Los Angeles,2488,621,569,585,576,500,80.52
19753410000000,D,,Redondo Beach Unified,Los Angeles,2720,556,531,550,535,367,66.01
19753411937143,S,Redondo Union High,Redondo Beach Unified,Los Angeles,2614,554,530,550,534,365,65.88
19753411995752,S,Redondo Shores High (Continuation),Redondo Beach Unified,Los Angeles,79,2,*,*,*,*,*
19756630000000,D,,SBE - New West Charter,Los Angeles,205,0,NA,NA,NA,NA,NA
19756636120158,S,New West Charter,SBE - New West Charter,Los Angeles,205,0,NA,NA,NA,NA,NA
19756970000000,D,,SBE - The School of Arts and E,Los Angeles,434,34,448,439,448,8,23.53
19756971996693,S,School of Arts and Enterprise,SBE - The School of Arts and E,Los Angeles,434,34,448,439,448,8,23.53
19757130000000,D,,Alhambra Unified,Los Angeles,7748,1749,492,559,491,967,55.29
19757131930122,S,Century High,Alhambra Unified,Los Angeles,198,2,*,*,*,*,*
19757131930163,S,Alhambra High,Alhambra Unified,Los Angeles,2692,617,479,535,473,298,48.30
19757131934553,S,Mark Keppel High,Alhambra Unified,Los Angeles,2356,601,520,598,523,411,68.39
19757131937697,S,San Gabriel High,Alhambra Unified,Los Angeles,2362,529,477,543,475,258,48.77
19757131995430,S,Independence High (Alternative),Alhambra Unified,Los Angeles,82,0,NA,NA,NA,NA,NA
19764970000000,D,,SBE - Lifeline Education Chart,Los Angeles,195,23,345,350,379,1,4.35
19764970115725,S,Lifeline Education Charter,SBE - Lifeline Education Chart,Los Angeles,195,23,345,350,379,1,4.35
20000000000000,C,,,Madera,9180,960,456,460,451,278,28.96
20102070000000,D,,Madera County Office of Educat,Madera,782,0,NA,NA,NA,NA,NA
20102070117184,S,Madera County Independent Academy,Madera County Office of Educat,Madera,342,0,NA,NA,NA,NA,NA
20102072030229,S,Pioneer Technical Center,Madera County Office of Educat,Madera,171,0,NA,NA,NA,NA,NA
20652010000000,D,,Chowchilla Union High,Madera,1041,115,448,456,449,24,20.87
20652012032357,S,Chowchilla Union High,Chowchilla Union High,Madera,1021,115,448,456,449,24,20.87
20652430000000,D,,Madera Unified,Madera,5281,583,435,438,434,121,20.75
20652430110965,S,Madera South High,Madera Unified,Madera,2652,294,417,417,417,41,13.95
20652430118950,S,Sherman Thomas Charter High,Madera Unified,Madera,39,2,*,*,*,*,*
20652432035640,S,Furman (Duane E.) High (Independent Stud,Madera Unified,Madera,164,0,NA,NA,NA,NA,NA
20652432035707,S,Madera High,Madera Unified,Madera,2167,289,453,458,453,80,27.68
20755800000000,D,,Golden Valley Unified,Madera,629,89,492,485,483,38,42.70
20755800111443,S,Centennial Independent Study,Golden Valley Unified,Madera,13,0,NA,NA,NA,NA,NA
20755802030203,S,Liberty High,Golden Valley Unified,Madera,577,89,492,485,483,38,42.70
20756060000000,D,,Chawanakee Unified,Madera,582,86,493,481,467,33,38.37
20756060100180,S,Mountain Oaks High,Chawanakee Unified,Madera,11,0,NA,NA,NA,NA,NA
20756060117010,S,Minarets High,Chawanakee Unified,Madera,276,54,501,486,469,21,38.89
20756060125021,S,Minarets Charter High,Chawanakee Unified,Madera,249,33,475,466,463,11,33.33
20756066114862,S,Chawanakee Academy,Chawanakee Unified,Madera,42,4,*,*,*,*,*
20764140000000,D,,Yosemite Unified,Madera,865,115,516,542,502,72,62.61
20764142030013,S,Yosemite High,Yosemite Unified,Madera,697,106,517,545,504,67,63.21
20764142030039,S,Ahwahnee High,Yosemite Unified,Madera,18,1,*,*,*,*,*
20764142030104,S,Evergreen High,Yosemite Unified,Madera,32,0,NA,NA,NA,NA,NA
20764142030237,S,Glacier High School Charter,Yosemite Unified,Madera,95,8,*,*,*,*,*
21000000000000,C,,,Marin,9041,1846,550,554,549,1309,70.91
21102150000000,D,,Marin County Office of Educati,Marin,148,0,NA,NA,NA,NA,NA
21654170000000,D,,Novato Unified,Marin,2468,475,540,539,534,309,65.05
21654172130045,S,Nova Education Center,Novato Unified,Marin,48,5,*,*,*,*,*
21654172132264,S,Marin Oaks High,Novato Unified,Marin,71,1,*,*,*,*,*
21654172132272,S,Novato High,Novato Unified,Marin,1358,309,541,545,537,206,66.67
21654172133056,S,San Marin High,Novato Unified,Marin,932,160,537,528,531,99,61.88
21654660000000,D,,San Rafael City High,Marin,2196,417,513,523,522,243,58.27
21654662133254,S,Madrone High Continuation,San Rafael City High,Marin,51,1,*,*,*,*,*
21654662133262,S,San Rafael High,San Rafael City High,Marin,1100,206,501,523,511,115,55.83
21654662134005,S,Terra Linda High,San Rafael City High,Marin,1039,210,524,522,531,127,60.48
21654820000000,D,,Tamalpais Union High,Marin,4057,929,574,577,572,752,80.95
21654822130078,S,Tamiscal High (Alternative),Tamalpais Union High,Marin,106,36,574,561,565,30,83.33
21654822131340,S,Sir Francis Drake High,Tamalpais Union High,Marin,980,212,566,568,562,167,78.77
21654822132587,S,Redwood High,Tamalpais Union High,Marin,1604,346,576,592,578,286,82.66
21654822133692,S,Tamalpais High,Tamalpais Union High,Marin,1281,331,579,570,575,267,80.66
21654822134419,S,San Andreas High (Continuation),Tamalpais Union High,Marin,68,4,*,*,*,*,*
21733610000000,D,,Shoreline Unified,Marin,172,25,459,493,439,5,20.00
21733612134310,S,Tomales High,Shoreline Unified,Marin,172,25,459,493,439,5,20.00
22000000000000,C,,,Mariposa,621,66,545,538,520,43,65.15
22102230000000,D,,Mariposa County Office of Educ,Mariposa,39,0,NA,NA,NA,NA,NA
22655320000000,D,,Mariposa County Unified,Mariposa,582,66,545,538,520,43,65.15
22655322230068,S,Sierra Home,Mariposa County Unified,Mariposa,23,0,NA,NA,NA,NA,NA
22655322235356,S,Mariposa County High,Mariposa County Unified,Mariposa,548,66,545,538,520,43,65.15
23000000000000,C,,,Mendocino,4182,422,523,510,507,226,53.55
23102310000000,D,,Mendocino County Office of Edu,Mendocino,104,0,NA,NA,NA,NA,NA
23655400000000,D,,Anderson Valley Unified,Mendocino,182,27,467,523,474,12,44.44
23655402330900,S,Anderson Valley Junior-Senior High,Anderson Valley Unified,Mendocino,174,27,467,523,474,12,44.44
23655570000000,D,,Arena Union Elementary,Mendocino,25,3,*,*,*,*,*
23655576116669,S,Pacific Community Charter,Arena Union Elementary,Mendocino,25,3,*,*,*,*,*
23655650000000,D,,Fort Bragg Unified,Mendocino,558,71,503,490,502,34,47.89
23655650123737,S,Three Rivers Charter,Fort Bragg Unified,Mendocino,19,0,NA,NA,NA,NA,NA
23655652331361,S,Fort Bragg High,Fort Bragg Unified,Mendocino,504,71,503,490,502,34,47.89
23655810000000,D,,Mendocino Unified,Mendocino,199,38,567,530,544,30,78.95
23655812333185,S,Mendocino High,Mendocino Unified,Mendocino,187,38,567,530,544,30,78.95
23655990000000,D,,Point Arena Joint Union High,Mendocino,165,29,481,464,448,9,31.03
23655992333649,S,Point Arena High,Point Arena Joint Union High,Mendocino,153,29,481,464,448,9,31.03
23656070000000,D,,Round Valley Unified,Mendocino,112,5,*,*,*,*,*
23656072334563,S,Round Valley High,Round Valley Unified,Mendocino,99,5,*,*,*,*,*
23656150000000,D,,Ukiah Unified,Mendocino,1951,175,538,529,524,104,59.43
23656150128280,S,Ukiah Independent Study Academy,Ukiah Unified,Mendocino,61,0,NA,NA,NA,NA,NA
23656152330413,S,Redwood Academy of Ukiah,Ukiah Unified,Mendocino,110,20,573,544,553,15,75.00
23656152330454,S,Accelerated Achievement Academy,Ukiah Unified,Mendocino,64,0,NA,NA,NA,NA,NA
23656152335024,S,Ukiah High,Ukiah Unified,Mendocino,1531,155,534,527,521,89,57.42
23656230000000,D,,Willits Unified,Mendocino,643,45,532,487,488,19,42.22
23656230112300,S,La Vida Charter,Willits Unified,Mendocino,33,1,*,*,*,*,*
23656232330314,S,New Horizons,Willits Unified,Mendocino,28,0,NA,NA,NA,NA,NA
23656232330363,S,Willits Charter,Willits Unified,Mendocino,72,4,*,*,*,*,*
23656232335487,S,Willits High,Willits Unified,Mendocino,469,40,514,479,481,15,37.50
23738660000000,D,,Potter Valley Community Unifie,Mendocino,90,16,503,490,487,8,50.00
23738662330041,S,Potter Valley High,Potter Valley Community Unifie,Mendocino,87,16,503,490,487,8,50.00
23739160000000,D,,Laytonville Unified,Mendocino,127,11,515,491,507,7,63.64
23739162332260,S,Laytonville High,Laytonville Unified,Mendocino,125,11,515,491,507,7,63.64
23752180000000,D,,Leggett Valley Unified,Mendocino,26,2,*,*,*,*,*
23752182330207,S,Whale Gulch High,Leggett Valley Unified,Mendocino,15,1,*,*,*,*,*
23752182332724,S,Leggett Valley High,Leggett Valley Unified,Mendocino,11,1,*,*,*,*,*
24000000000000,C,,,Merced,16964,1756,454,458,448,484,27.56
24102490000000,D,,Merced County Office of Educat,Merced,786,7,*,*,*,*,*
24102490106518,S,Merced Scholars Charter,Merced County Office of Educat,Merced,70,7,*,*,*,*,*
24656980000000,D,,Hilmar Unified,Merced,694,78,467,467,453,25,32.05
24656982432409,S,Hilmar High,Hilmar Unified,Merced,654,78,467,467,453,25,32.05
24657300000000,D,,Le Grand Union High,Merced,513,62,398,412,419,2,3.23
24657302433001,S,Le Grand High,Le Grand Union High,Merced,463,62,398,412,419,2,3.23
24657550000000,D,,Los Banos Unified,Merced,2967,276,453,457,445,74,26.81
